麭,麭
ʺ,ʺ
麗,麗
麒,麒
身,身
麻,麻
麩,麩
麵,麵
ɜ,ɜ
關,關
ʌ,ʌ
ˌ,ˌ
錦,錦
錯,錯
蜑,蜑
茂,茂
錢,錢
需,需
대,대
錫,錫
霧,霧
뜰,뜰
茶,茶
茅,茅
震,震
霽,霽
露,露
茲,茲
茜,茜
霊,霊
麺,麺
麟,麟
魚,魚
Ț,Ț
ʊ,ʊ
隠,隠
隈,隈
芡,芡
芦,芦
芸,芸
늘,늘
는,는
際,際
銀,銀
花,花
隻,隻
芬,芬
隅,隅
隆,隆
芝,芝
隼,隼
难,难
芹,芹
芳,芳
늪,늪
銃,銃
隊,隊
陈,陈
虯,虯
陸,陸
附,附
陛,陛
虛,虛
院,院
陣,陣
除,除
陀,陀
虫,虫
险,险
虬,虬
陵,陵
陶,陶
际,际
降,降
限,限
陽,陽
陳,陳
虚,虚
號,號
虎,虎
虞,虞
響,響
韓,韓
韩,韩
러,러
런,런
蟲,蟲
音,音
鞭,鞭
螭,螭
鎖,鎖
래,래
랑,랑
ꎂ,ꎂ
란,란
莫,莫
鎮,鎮
获,获
랏,랏
螺,螺
람,람
랜,랜
랙,랙
역,역
Ζ,zeta
Η,eta
Π,pi
져,져
젓,젓
전,전
저,저
정,정
적,적
제,제
했,했
었,었
ψ,psi
술,술
수,수
투,투
숲,숲
순,순
숙,숙
Ρ,rho
존,존
조,조
졌,졌
Φ,phi
즈,즈
즘,즘
즐,즐
증,증
즌,즌
Ψ,psi
어,어
열,열
δ,delta
초,초
총,총
언,언
θ,theta
츠,츠
ο,omicron
엘,엘
Θ,theta
예,예
온,온
호,호
협,협
현,현
오,오
형,형
영,영
혼,혼
혜,혜
양,양
엑,엑
Α,alpha
표,표
Β,beta
품,품
풍,풍
ς,sigma
킴,킴
살,살
키,키
사,사
산,산
삼,삼
킹,킹
Γ,gamma
쓰,쓰
엔,엔
Δ,delta
씨,씨
프,프
씬,씬
피,피
섭,섭
엄,엄
τ,tau
선,선
섯,섯
턴,턴
세,세
설,설
성,성
섬,섬
터,터
섰,섰
석,석
섹,섹
서,서
신,신
틴,틴
실,실
틀,틀
심,심
티,티
싶,싶
식,식
시,시
Λ,lambda
훈,훈
월,월
후,후
움,움
원,원
워,워
좋,좋
좀,좀
종,종
Σ,sigma
주,주
죽,죽
헤,헤
Τ,tau
줘,줘
중,중
줄,줄
준,준
향,향
Υ,upsilon
π,pi
α,alpha
챔,챔
채,채
λ,lambda
컵,컵
Χ,chi
째,째
집,집
진,진
지,지
직,직
짜,짜
Ω,omega
헬,헬
여,여
연,연
차,차
참,참
찬,찬
창,창
ε,epsilon
ϵ,ϵ
최,최
ζ,zeta
춘,춘
추,추
축,축
출,출
η,eta
업,업
υ,upsilon
션,션
텔,텔
셔,셔
텐,텐
테,테
템,템
셜,셜
없,없
φ,phi
토,토
송,송
톨,톨
솔,솔
톱,톱
통,통
손,손
소,소
χ,chi
퇴,퇴
항,항
Ε,epsilon
할,할
애,애
안,안
함,함
앨,앨
해,해
하,하
암,암
아,아
앱,앱
합,합
악,악
야,야
약,약
한,한
알,알
않,않
학,학
앙,앙
행,행
ω,omega
폭,폭
에,에
Ν,nu
ρ,rho
쏠,쏠
흡,흡
써,써
이,이
인,인
쁘,쁘
의,의
응,응
을,을
흥,흥
은,은
크,크
포,포
희,희
큰,큰
폰,폰
평,평
큐,큐
일,일
음,음
μ,mu
Ｏ,Ｏ
１,１
２,２
３,３
４,４
Ｂ,Ｂ
Ｃ,Ｃ
Ｄ,Ｄ
케,케
Ｑ,Ｑ
Ｋ,Ｋ
Ｐ,Ｐ
５,５
０,０
Ｒ,Ｒ
Ｓ,Ｓ
Ｊ,Ｊ
９,９
엽,엽
ν,nu
ｈ,ｈ
ｒ,ｒ
ｓ,ｓ
코,코
ｔ,ｔ
콤,콤
콕,콕
ｕ,ｕ
ｍ,ｍ
ｏ,ｏ
ｎ,ｎ
ξ,xi
칭,칭
ι,iota
카,카
치,치
칼,칼
청,청
β,beta
철,철
체,체
처,처
첫,첫
천,천
γ,gamma
σ,sigma
새,새
탑,탑
탄,탄
타,타
샵,샵
색,색
탁,탁
상,상
생,생
태,태
κ,kappa
캐,캐
헌,헌
Μ,mu
유,유
육,육
패,패
율,율
팔,팔
위,위
윤,윤
팥,팥
팀,팀
팅,팅
판,판
팝,팝
쌍,쌍
으,으
파,파
Κ,kappa
슈,슈
슨,슨
운,운
트,트
울,울
요,요
스,스
욱,욱
용,용
우,우
습,습
특,특
승,승
회,회
Ι,iota
외,외
환,환
화,화
홀,홀
와,와
황,황
확,확
왕,왕
홍,홍
활,활
Ο,omicron
Ξ,xi
히,히
있,있
잡,잡
편,편
페,페
잘,잘
작,작
임,임
장,장
재,재
입,입
잇,잇
자,자
ї,ї
ш,ш
ј,ј
ђ,ђ
т,т
є,є
ф,ф
ы,ы
ћ,ћ
р,р
х,х
ц,ц
ч,ч
щ,щ
с,с
э,э
я,я
у,у
ь,ь
ќ,ќ
ъ,ъ
њ,њ
љ,љ
џ,џ
ю,ю
ў,ў
խ,խ
ح,ح
ա,ա
ء,ء
զ,զ
ئ,ئ
Ө,Ө
ը,ը
ب,ب
կ,կ
د,د
Դ,Դ
մ,մ
ش,ش
ո,ո
ظ,ظ
Կ,Կ
տ,տ
Ә,Ә
ւ,ւ
ք,ք
Մ,Մ
Ջ,Ջ
қ,қ
բ,բ
آ,آ
գ,գ
أ,أ
դ,դ
ؤ,ؤ
ե,ե
إ,إ
ր,ր
Հ,Հ
ұ,ұ
Ա,Ա
ձ,ձ
ر,ر
ի,ի
ث,ث
Ի,Ի
ջ,ջ
է,է
ا,ا
ө,ө
թ,թ
ة,ة
լ,լ
ج,ج
Ү,Ү
ծ,ծ
خ,خ
հ,հ
ذ,ذ
Ե,Ե
յ,յ
ص,ص
Զ,Զ
ն,ն
ض,ض
Է,Է
շ,շ
ط,ط
օ,օ
Յ,Յ
և,և
Շ,Շ
ց,ց
Ձ,Ձ
Ս,Ս
Տ,Տ
Լ,Լ
ռ,ռ
Խ,Խ
ս,ս
վ,վ
Թ,Թ
չ,չ
ع,ع
ղ,ղ
ز,ز
Գ,Գ
ճ,ճ
س,س
ت,ت
փ,փ
պ,պ
غ,غ
Ռ,Ռ
ә,ә
Վ,Վ
ڈ,ڈ
و,و
گ,گ
ڑ,ڑ
ے,ے
ق,ق
ل,ل
ـ,ـ
ک,ک
۵,۵
۷,۷
م,م
چ,چ
ن,ن
ه,ه
ە,ە
ى,ى
ف,ف
ہ,ہ
ھ,ھ
پ,پ
ٹ,ٹ
ك,ك
ں,ں
ی,ی
ي,ي
ێ,ێ
#NAME?,#NAME?
